"Set","Song","Date"
"Set 1","Nellie Kane",2013-07-17
"Set 1","Frost",2013-07-17
"Set 1","Alaska",2013-07-17
"Set 1","Guyute",2013-07-17
"Set 1","Stealing Time From the Faulty Plan",2013-07-17
"Set 1","Suzy Greenberg",2013-07-17
"Set 2","Punch You in the Eye",2013-07-17
"Set 2","Drowned",2013-07-17
"Set 2","Water in the Sky",2013-07-17
"Set 2","Energy",2013-07-17
"Set 2","Fluffhead",2013-07-17
"Set 2","Piper",2013-07-17
"Set 2","Fast Enough for You",2013-07-17
"Set 2","Also Sprach Zarathustra",2013-07-17
"Set 2","Mike's Song",2013-07-17
"Set 2","The Wedge",2013-07-17
"Set 2","Weekapaug Groove",2013-07-17
"Encore","Quinn the Eskimo",2013-07-17
"Set 1","Suzy Greenberg",2013-07-19
"Set 1","Wolfman's Brother",2013-07-19
"Set 1","Backwards Down the Number Line",2013-07-19
"Set 1","It's Ice",2013-07-19
"Set 1","The Moma Dance",2013-07-19
"Set 1","My Soul",2013-07-19
"Set 1","Scent of a Mule",2013-07-19
"Set 1","46 Days",2013-07-19
"Set 1","Limb By Limb",2013-07-19
"Set 1","Julius",2013-07-19
"Set 2","Down with Disease",2013-07-19
"Set 2","Prince Caspian",2013-07-19
"Set 1","Prince Caspian",2013-07-20
"Set 1","Twist",2013-07-20
"Set 1","Ha Ha Ha",2013-07-20
"Set 1","Possum",2013-07-20
"Set 1","Cities",2013-07-20
"Set 1","Lawn Boy",2013-07-20
"Set 1","I Didn't Know",2013-07-20
"Set 1","Rift",2013-07-20
"Set 1","Destiny Unbound",2013-07-20
"Set 1","My Friend, My Friend",2013-07-20
"Set 1","Kill Devil Falls",2013-07-20
"Set 1","Cavern",2013-07-20
"Set 1","David Bowie",2013-07-20
"Set 2","Back on the Train",2013-07-20
"Set 2","Mike's Song",2013-07-20
"Set 2","Theme From the Bottom",2013-07-20
"Set 2","Weekapaug Groove",2013-07-20
"Set 2","Golden Age",2013-07-20
"Set 2","Waves",2013-07-20
"Set 2","Piper",2013-07-20
"Set 2","Slave to the Traffic Light",2013-07-20
"Set 3","Meatstick",2013-07-20
"Set 3","Birds of a Feather",2013-07-20
"Set 3","Strange Design",2013-07-20
"Set 3","Ocelot",2013-07-20
"Set 3","Light",2013-07-20
"Set 3","Harry Hood",2013-07-20
"Set 3","Good Times Bad Times",2013-07-20
"Encore","Shine a Light",2013-07-20
"Set 1","Dinner and a Movie",2013-07-21
"Set 1","AC/DC Bag",2013-07-21
"Set 1","Maze",2013-07-21
"Set 1","Mound",2013-07-21
"Set 1","Funky Bitch",2013-07-21
"Set 1","Bathtub Gin",2013-07-21
"Set 1","Wilson",2013-07-21
"Set 1","Water in the Sky",2013-07-21
"Set 1","Boogie On Reggae Woman",2013-07-21
"Set 1","Run Like an Antelope",2013-07-21
"Set 2","Energy",2013-07-21
"Set 2","Ghost",2013-07-21
"Set 2","The Lizards",2013-07-21
"Set 2","Harpua",2013-07-21
"Set 2","Run Like an Antelope",2013-07-21
"Encore","Character Zero",2013-07-21
"Set 1","The Moma Dance",2013-07-22
"Set 1","Chalk Dust Torture",2013-07-22
"Set 1","Undermind",2013-07-22
"Set 1","Army of One",2013-07-22
"Set 1","Halley's Comet",2013-07-22
"Set 1","Twist",2013-07-22
"Set 1","Bouncing Around the Room",2013-07-22
"Set 1","Stash",2013-07-22
"Set 1","Yarmouth Road",2013-07-22
"Set 1","Tube",2013-07-22
"Set 1","Ocelot",2013-07-22
"Set 1","Suzy Greenberg",2013-07-22
"Set 2","Down with Disease",2013-07-22
"Set 2","Also Sprach Zarathustra",2013-07-22
"Set 2","Free",2013-07-22
"Set 2","Piper",2013-07-22
"Set 2","Tweezer",2013-07-22
"Set 2","Silent in the Morning",2013-07-22
"Set 2","Backwards Down the Number Line",2013-07-22
"Set 2","Cavern",2013-07-22
"Set 2","David Bowie",2013-07-22
"Encore","Loving Cup",2013-07-22
"Encore","The Squirming Coil",2013-07-22
"Encore","Tweezer Reprise",2013-07-22
"Set 1","AC/DC Bag",2013-07-26
"Set 1","Timber (Jerry The Mule)",2013-07-26
"Set 1","Wolfman's Brother",2013-07-26
"Set 1","Funky Bitch",2013-07-26
"Set 1","Happy Birthday to You",2013-07-26
"Set 1","Wilson",2013-07-26
"Set 1","Possum",2013-07-26
"Set 1","Tube",2013-07-26
"Set 1","Secret Smile",2013-07-26
"Set 1","McGrupp and the Watchful Hosemasters",2013-07-26
"Set 1","The Ballad of Curtis Loew",2013-07-26
"Set 1","Split Open and Melt",2013-07-26
"Set 2","Crosseyed and Painless",2013-07-26
"Set 2","Twist",2013-07-26
"Set 2","Steam",2013-07-26
"Set 2","Waves",2013-07-26
"Set 2","Twenty Years Later",2013-07-26
"Set 2","The Mango Song",2013-07-26
"Set 2","Bug",2013-07-26
"Set 2","David Bowie",2013-07-26
"Set 2","Rocky Top",2013-07-26
"Set 2","Character Zero",2013-07-26
"Encore","Harry Hood",2013-07-26
"Encore","Fire",2013-07-26
"Set 1","Architect",2013-07-27
"Set 1","Golgi Apparatus",2013-07-27
"Set 1","The Curtain With",2013-07-27
"Set 1","Kill Devil Falls",2013-07-27
"Set 1","The Moma Dance",2013-07-27
"Set 1","Maze",2013-07-27
"Set 1","Beauty of a Broken Heart",2013-07-27
"Set 1","Roses Are Free",2013-07-27
"Set 1","Say Something",2013-07-27
"Set 1","Ocelot",2013-07-27
"Set 1","After Midnight",2013-07-27
"Set 2","Down with Disease",2013-07-27
"Set 2","Undermind",2013-07-27
"Set 2","Light",2013-07-27
"Set 2","Sneakin' Sally Through the Alley",2013-07-27
"Set 2","Also Sprach Zarathustra",2013-07-27
"Set 2","Walls of the Cave",2013-07-27
"Set 2","Fluffhead",2013-07-27
"Set 2","Run Like an Antelope",2013-07-27
"Encore","Show of Life",2013-07-27
"Encore","Good Times Bad Times",2013-07-27
"Set 1","Wolfman's Brother",2013-07-30
"Set 1","Gotta Jibboo",2013-07-30
"Set 1","Cavern",2013-07-30
"Set 1","Birds of a Feather",2013-07-30
"Set 1","Funky Bitch",2013-07-30
"Set 1","Cities",2013-07-30
"Set 1","Rift",2013-07-30
"Set 1","Bathtub Gin",2013-07-30
"Set 1","Tube",2013-07-30
"Set 1","Walk Away",2013-07-30
"Set 2","Golden Age",2013-07-30
"Set 2","46 Days",2013-07-30
"Set 2","Boogie On Reggae Woman",2013-07-30
"Set 2","Ghost",2013-07-30
"Set 2","Carini",2013-07-30
"Set 2","Piper",2013-07-30
"Set 2","Wading in the Velvet Sea",2013-07-30
"Set 2","Mike's Song",2013-07-30
"Set 2","Slave to the Traffic Light",2013-07-30
"Encore","Weekapaug Groove",2013-07-30
"Encore","Character Zero",2013-07-30
"Set 1","Chalk Dust Torture",2013-07-31
"Set 1","Camel Walk",2013-07-31
"Set 1","Sparkle",2013-07-31
"Set 1","Back on the Train",2013-07-31
"Set 1","It's Ice",2013-07-31
"Set 1","Brian and Robert",2013-07-31
"Set 1","Yarmouth Road",2013-07-31
"Set 1","Kill Devil Falls",2013-07-31
"Set 1","Lawn Boy",2013-07-31
"Set 1","Ocelot",2013-07-31
"Set 1","Stash",2013-07-31
"Set 2","Tweezer",2013-07-31
"Set 2","Tela",2013-07-31
"Set 2","Twist",2013-07-31
"Set 2","Architect",2013-07-31
"Set 2","Bouncing Around the Room",2013-07-31
"Set 2","Run Like an Antelope",2013-07-31
"Encore","Julius",2013-07-31
"Encore","Tweezer Reprise",2013-07-31
"Set 1","Free",2013-08-02
"Set 1","Meat",2013-08-02
"Set 1","The Oh Kee Pa Ceremony",2013-08-02
"Set 1","AC/DC Bag",2013-08-02
"Set 1","Vultures",2013-08-02
"Set 1","Roggae",2013-08-02
"Set 1","Sand",2013-08-02
"Set 1","When the Circus Comes",2013-08-02
"Set 1","Babylon Baby",2013-08-02
"Set 1","Reba",2013-08-02
"Set 1","Halfway to the Moon",2013-08-02
"Set 1","Golgi Apparatus",2013-08-02
"Set 2","Punch You in the Eye",2013-08-02
"Set 2","Down with Disease",2013-08-02
"Set 2","Prince Caspian",2013-08-02
"Set 2","Farmhouse",2013-08-02
"Set 2","Seven Below",2013-08-02
"Set 2","Theme From the Bottom",2013-08-02
"Set 2","Harry Hood",2013-08-02
"Set 2","Stealing Time From the Faulty Plan",2013-08-02
"Set 2","The Squirming Coil",2013-08-02
"Encore","Walls of the Cave",2013-08-02
"Set 1","Grind",2013-08-03
"Set 1","Weigh",2013-08-03
"Set 1","Alumni Blues",2013-08-03
"Set 1","Letter to Jimmy Page",2013-08-03
"Set 1","Alumni Blues",2013-08-03
"Set 1","Lengthwise",2013-08-03
"Set 1","Maze",2013-08-03
"Set 1","Sample in a Jar",2013-08-03
"Set 1","NICU",2013-08-03
"Set 1","Mound",2013-08-03
"Set 1","Jesus Just Left Chicago",2013-08-03
"Set 1","Driver",2013-08-03
"Set 1","Timber (Jerry The Mule)",2013-08-03
"Set 1","Axilla",2013-08-03
"Set 1","Bug",2013-08-03
"Set 1","Possum",2013-08-03
"Set 1","First Tube",2013-08-03
"Set 2","Rock and Roll",2013-08-03
"Set 2","Steam",2013-08-03
"Set 2","Backwards Down the Number Line",2013-08-03
"Set 2","Mike's Song",2013-08-03
"Set 2","I Am Hydrogen",2013-08-03
"Set 2","Weekapaug Groove",2013-08-03
"Set 2","Joy",2013-08-03
"Set 2","Fluffhead",2013-08-03
"Set 2","Also Sprach Zarathustra",2013-08-03
"Set 2","Slave to the Traffic Light",2013-08-03
"Encore","Waste",2013-08-03
"Encore","Suzy Greenberg",2013-08-03
"Set 1","Crowd Control",2013-08-04
"Set 1","Divided Sky",2013-08-04
"Set 1","Wilson",2013-08-04
"Set 1","Foam",2013-08-04
"Set 1","Halley's Comet",2013-08-04
"Set 1","My Soul",2013-08-04
"Set 1","Ya Mar",2013-08-04
"Set 1","Army of One",2013-08-04
"Set 1","Taste",2013-08-04
"Set 1","Gumbo",2013-08-04
"Set 1","Train Song",2013-08-04
"Set 1","Pebbles and Marbles",2013-08-04
"Set 2","Energy",2013-08-04
"Set 2","Runaway Jim",2013-08-04
"Set 2","Carini",2013-08-04
"Set 2","The Wedge",2013-08-04
"Set 2","Light",2013-08-04
"Set 2","David Bowie",2013-08-04
"Set 2","Silent in the Morning",2013-08-04
"Set 2","Meatstick",2013-08-04
"Set 2","Quinn the Eskimo",2013-08-04
"Set 2","You Enjoy Myself",2013-08-04
"Encore","Sanity",2013-08-04
"Encore","Bold As Love",2013-08-04
"Set 1","AC/DC Bag",2013-08-05
"Set 1","The Moma Dance",2013-08-05
"Set 1","Sparkle",2013-08-05
"Set 1","Stealing Time From the Faulty Plan",2013-08-05
"Set 1","Lawn Boy",2013-08-05
"Set 1","Wolfman's Brother",2013-08-05
"Set 1","Roses Are Free",2013-08-05
"Set 1","Scent of a Mule",2013-08-05
"Set 1","Ocelot",2013-08-05
"Set 1","Cavern",2013-08-05
"Set 1","While My Guitar Gently Weeps",2013-08-05
"Set 2","Chalk Dust Torture",2013-08-05
"Set 2","Golden Age",2013-08-05
"Set 2","Birds of a Feather",2013-08-05
"Set 2","Sand",2013-08-05
"Set 2","Down with Disease",2013-08-05
"Set 2","My Friend, My Friend",2013-08-05
"Set 2","Harry Hood",2013-08-05
"Set 2","Character Zero",2013-08-05
"Encore","Loving Cup",2013-08-05
"Set 1","Ghost",2013-08-30
"Set 1","NICU",2013-08-30
"Set 1","Icculus",2013-08-30
"Set 1","Heavy Things",2013-08-30
"Set 1","Theme From the Bottom",2013-08-30
"Set 1","Esther",2013-08-30
"Set 1","The Moma Dance",2013-08-30
"Set 1","Ocelot",2013-08-30
"Set 1","Stash",2013-08-30
"Set 1","Lawn Boy",2013-08-30
"Set 1","Limb By Limb",2013-08-30
"Set 1","Easy To Slip",2013-08-30
"Set 2","Punch You in the Eye",2013-08-30
"Set 2","Sand",2013-08-30
"Set 2","Say Something",2013-08-30
"Set 2","Walls of the Cave",2013-08-30
"Set 2","The Oh Kee Pa Ceremony",2013-08-30
"Set 2","Harry Hood",2013-08-30
"Set 2","Silent in the Morning",2013-08-30
"Set 2","Twist",2013-08-30
"Set 2","Slave to the Traffic Light",2013-08-30
"Encore","Oh! Sweet Nuthin'",2013-08-30
"Encore","Meatstick",2013-08-30
"Set 1","Buried Alive",2013-08-31
"Set 1","AC/DC Bag",2013-08-31
"Set 1","Wolfman's Brother",2013-08-31
"Set 1","Yarmouth Road",2013-08-31
"Set 1","Fee",2013-08-31
"Set 1","Halfway to the Moon",2013-08-31
"Set 1","The Wedge",2013-08-31
"Set 1","Halley's Comet",2013-08-31
"Set 1","Bathtub Gin",2013-08-31
"Set 1","Bouncing Around the Room",2013-08-31
"Set 1","Mound",2013-08-31
"Set 1","Gumbo",2013-08-31
"Set 1","Run Like an Antelope",2013-08-31
"Set 2","Chalk Dust Torture",2013-08-31
"Set 2","Light",2013-08-31
"Set 2","46 Days",2013-08-31
"Set 2","Steam",2013-08-31
"Set 2","Free",2013-08-31
"Set 2","Joy",2013-08-31
"Set 2","Also Sprach Zarathustra",2013-08-31
"Set 2","Tweezer",2013-08-31
"Set 2","Backwards Down the Number Line",2013-08-31
"Encore","On the Road Again",2013-08-31
"Encore","Tweezer Reprise",2013-08-31
"Set 1","A Song I Heard the Ocean Sing",2013-09-01
"Set 1","Kill Devil Falls",2013-09-01
"Set 1","Back on the Train",2013-09-01
"Set 1","Rift",2013-09-01
"Set 1","Meat",2013-09-01
"Set 1","It's Ice",2013-09-01
"Set 1","Guelah Papyrus",2013-09-01
"Set 1","Divided Sky",2013-09-01
"Set 1","Funky Bitch",2013-09-01
"Set 1","Cavern",2013-09-01
"Set 1","Stealing Time From the Faulty Plan",2013-09-01
"Set 1","David Bowie",2013-09-01
"Set 2","Carini",2013-09-01
"Set 2","Birds of a Feather",2013-09-01
"Set 2","Golden Age",2013-09-01
"Set 2","Prince Caspian",2013-09-01
"Set 2","Piper",2013-09-01
"Set 2","Boogie On Reggae Woman",2013-09-01
"Set 2","Saw It Again",2013-09-01
"Set 2","Mike's Song",2013-09-01
"Set 2","Legalize It",2013-09-01
"Set 2","Weekapaug Groove",2013-09-01
"Set 2","Show of Life",2013-09-01
"Set 2","Suzy Greenberg",2013-09-01
"Encore","Character Zero",2013-09-01
"Set 1","Wolfman's Brother",2013-10-18
"Set 1","Runaway Jim",2013-10-18
"Set 1","Mound",2013-10-18
"Set 1","Chalk Dust Torture",2013-10-18
"Set 1","Army of One",2013-10-18
"Set 1","Nellie Kane",2013-10-18
"Set 1","Stash",2013-10-18
"Set 1","Ocelot",2013-10-18
"Set 1","Rift",2013-10-18
"Set 1","Bouncing Around the Room",2013-10-18
"Set 1","Walls of the Cave",2013-10-18
"Set 2","Twist",2013-10-18
"Set 2","Free",2013-10-18
"Set 2","Roggae",2013-10-18
"Set 2","Sparkle",2013-10-18
"Set 2","Cavern",2013-10-18
"Set 2","Carini",2013-10-18
"Set 2","Backwards Down the Number Line",2013-10-18
"Set 2","Twenty Years Later",2013-10-18
"Set 2","Wading in the Velvet Sea",2013-10-18
"Set 2","Run Like an Antelope",2013-10-18
"Encore","When the Circus Comes",2013-10-18
"Encore","Suzy Greenberg",2013-10-18
"Set 1","Bathtub Gin",2013-10-19
"Set 1","The Moma Dance",2013-10-19
"Set 1","Tube",2013-10-19
"Set 1","Fast Enough for You",2013-10-19
"Set 1","The Ballad of Curtis Loew",2013-10-19
"Set 1","Ya Mar",2013-10-19
"Set 1","Stealing Time From the Faulty Plan",2013-10-19
"Set 1","My Sweet One",2013-10-19
"Set 1","Mike's Song",2013-10-19
"Set 1","I Am Hydrogen",2013-10-19
"Set 1","Weekapaug Groove",2013-10-19
"Set 2","Ghost",2013-10-19
"Set 2","Down with Disease",2013-10-19
"Set 2","Steam",2013-10-19
"Set 2","Prince Caspian",2013-10-19
"Set 2","Boogie On Reggae Woman",2013-10-19
"Set 2","Theme From the Bottom",2013-10-19
"Set 2","The Wedge",2013-10-19
"Set 2","Silent in the Morning",2013-10-19
"Set 2","Harry Hood",2013-10-19
"Encore","Quinn the Eskimo",2013-10-19
"Set 1","Julius",2013-10-20
"Set 1","Funky Bitch",2013-10-20
"Set 1","Back on the Train",2013-10-20
"Set 1","Roses Are Free",2013-10-20
"Set 1","Sample in a Jar",2013-10-20
"Set 1","Ginseng Sullivan",2013-10-20
"Set 1","46 Days",2013-10-20
"Set 1","Divided Sky",2013-10-20
"Set 1","Bold As Love",2013-10-20
"Set 2","Paul and Silas",2013-10-20
"Set 2","Tweezer",2013-10-20
"Set 2","Golden Age",2013-10-20
"Set 2","Piper",2013-10-20
"Set 2","Takin' Care of Business",2013-10-20
"Set 2","Also Sprach Zarathustra",2013-10-20
"Set 2","Sand",2013-10-20
"Set 2","Slave to the Traffic Light",2013-10-20
"Encore","A Day in the Life",2013-10-20
"Encore","Tweezer Reprise",2013-10-20
"Set 1","AC/DC Bag",2013-10-22
"Set 1","The Moma Dance",2013-10-22
"Set 1","Axilla",2013-10-22
"Set 1","Meatstick",2013-10-22
"Set 1","Kill Devil Falls",2013-10-22
"Set 1","Scent of a Mule",2013-10-22
"Set 1","Timber (Jerry The Mule)",2013-10-22
"Set 1","My Friend, My Friend",2013-10-22
"Set 1","Halfway to the Moon",2013-10-22
"Set 1","Maze",2013-10-22
"Set 1","Character Zero",2013-10-22
"Set 2","Crosseyed and Painless",2013-10-22
"Set 2","Light",2013-10-22
"Set 2","Golden Age",2013-10-22
"Set 2","Birds of a Feather",2013-10-22
"Set 2","Halley's Comet",2013-10-22
"Set 2","Possum",2013-10-22
"Set 2","Bug",2013-10-22
"Set 2","Heavy Things",2013-10-22
"Set 2","You Enjoy Myself",2013-10-22
"Encore","Joy",2013-10-22
"Encore","First Tube",2013-10-22
"Set 1","Back in the U.S.S.R.",2013-10-23
"Set 1","Stealing Time From the Faulty Plan",2013-10-23
"Set 1","Water in the Sky",2013-10-23
"Set 1","Undermind",2013-10-23
"Set 1","David Bowie",2013-10-23
"Set 1","Golgi Apparatus",2013-10-23
"Set 1","Gumbo",2013-10-23
"Set 1","Yarmouth Road",2013-10-23
"Set 1","Camel Walk",2013-10-23
"Set 1","Horn",2013-10-23
"Set 1","Limb By Limb",2013-10-23
"Set 1","I Didn't Know",2013-10-23
"Set 1","Split Open and Melt",2013-10-23
"Set 2","Rock and Roll",2013-10-23
"Set 2","Seven Below",2013-10-23
"Set 2","Alaska",2013-10-23
"Set 2","Twist",2013-10-23
"Set 2","Wading in the Velvet Sea",2013-10-23
"Set 2","Harry Hood",2013-10-23
"Set 2","Chalk Dust Torture",2013-10-23
"Encore","While My Guitar Gently Weeps",2013-10-23
"Set 1","Funky Bitch",2013-10-25
"Set 1","Wolfman's Brother",2013-10-25
"Set 1","Wilson",2013-10-25
"Set 1","The Curtain With",2013-10-25
"Set 1","Cities",2013-10-25
"Set 1","Rift",2013-10-25
"Set 1","Free",2013-10-25
"Set 1","My Mind's Got a Mind of its Own",2013-10-25
"Set 1","Vultures",2013-10-25
"Set 1","46 Days",2013-10-25
"Set 2","Waves",2013-10-25
"Set 2","Carini",2013-10-25
"Set 2","Prince Caspian",2013-10-25
"Set 2","Backwards Down the Number Line",2013-10-25
"Set 2","Ghost",2013-10-25
"Set 2","Dirt",2013-10-25
"Set 2","Down with Disease",2013-10-25
"Set 2","Sneakin' Sally Through the Alley",2013-10-25
"Set 2","Cavern",2013-10-25
"Set 2","Run Like an Antelope",2013-10-25
"Encore","Contact",2013-10-25
"Encore","Suzy Greenberg",2013-10-25
"Encore","Rocky Top",2013-10-25
"Encore","Good Times Bad Times",2013-10-25
"Set 1","Party Time",2013-10-26
"Set 1","Punch You in the Eye",2013-10-26
"Set 1","Back on the Train",2013-10-26
"Set 1","My Soul",2013-10-26
"Set 1","Bathtub Gin",2013-10-26
"Set 1","Ride Captain Ride",2013-10-26
"Set 1","Stash",2013-10-26
"Set 1","Simple",2013-10-26
"Set 1","David Bowie",2013-10-26
"Set 1","Character Zero",2013-10-26
"Set 2","Drowned",2013-10-26
"Set 2","Light",2013-10-26
"Set 2","Sand",2013-10-26
"Set 2","Theme From the Bottom",2013-10-26
"Set 2","Mike's Song",2013-10-26
"Set 2","No Quarter",2013-10-26
"Set 2","Weekapaug Groove",2013-10-26
"Encore","Boogie On Reggae Woman",2013-10-26
"Encore","Possum",2013-10-26
"Set 1","Rock and Roll",2013-10-27
"Set 1","Ocelot",2013-10-27
"Set 1","Tube",2013-10-27
"Set 1","Halfway to the Moon",2013-10-27
"Set 1","Fee",2013-10-27
"Set 1","Maze",2013-10-27
"Set 1","Lawn Boy",2013-10-27
"Set 1","Nellie Kane",2013-10-27
"Set 1","NICU",2013-10-27
"Set 1","A Song I Heard the Ocean Sing",2013-10-27
"Set 1","Walls of the Cave",2013-10-27
"Set 2","Chalk Dust Torture",2013-10-27
"Set 2","Tweezer",2013-10-27
"Set 2","Birds of a Feather",2013-10-27
"Set 2","Golden Age",2013-10-27
"Set 2","Halley's Comet",2013-10-27
"Set 2","Also Sprach Zarathustra",2013-10-27
"Set 2","Fluffhead",2013-10-27
"Set 2","Slave to the Traffic Light",2013-10-27
"Encore","Loving Cup",2013-10-27
"Encore","Tweezer Reprise",2013-10-27
"Set 1","Cars Trucks Buses",2013-10-29
"Set 1","Stealing Time From the Faulty Plan",2013-10-29
"Set 1","Ginseng Sullivan",2013-10-29
"Set 1","Wolfman's Brother",2013-10-29
"Set 1","Sparkle",2013-10-29
"Set 1","Walk Away",2013-10-29
"Set 1","Divided Sky",2013-10-29
"Set 1","Split Open and Melt",2013-10-29
"Set 1","Julius",2013-10-29
"Set 2","Down with Disease",2013-10-29
"Set 2","Taste",2013-10-29
"Set 2","Twenty Years Later",2013-10-29
"Set 2","Piper",2013-10-29
"Set 2","Backwards Down the Number Line",2013-10-29
"Set 2","You Enjoy Myself",2013-10-29
"Set 2","Grind",2013-10-29
"Encore","Bouncing Around the Room",2013-10-29
"Encore","Reba",2013-10-29
"Encore","Good Times Bad Times",2013-10-29
"Set 1","Heavy Things",2013-10-31
"Set 1","The Moma Dance",2013-10-31
"Set 1","Poor Heart",2013-10-31
"Set 1","Back on the Train",2013-10-31
"Set 1","Silent in the Morning",2013-10-31
"Set 1","Kill Devil Falls",2013-10-31
"Set 1","Mound",2013-10-31
"Set 1","Free",2013-10-31
"Set 1","Camel Walk",2013-10-31
"Set 1","Stash",2013-10-31
"Set 1","Golgi Apparatus",2013-10-31
"Set 1","Bathtub Gin",2013-10-31
"Set 2","Wingsuit",2013-10-31
"Set 2","Fuego",2013-10-31
"Set 2","The Line",2013-10-31
"Set 2","Sing Monica",2013-10-31
"Set 2","Waiting All Night",2013-10-31
"Set 2","Wombat",2013-10-31
"Set 2","Snow",2013-10-31
"Set 2","Devotion To a Dream",2013-10-31
"Set 2","555",2013-10-31
"Set 2","Winterqueen",2013-10-31
"Set 2","Amidst the Peals of Laughter",2013-10-31
"Set 2","You Never Know",2013-10-31
"Set 3","Ghost",2013-10-31
"Set 3","Carini",2013-10-31
"Set 3","Birds of a Feather",2013-10-31
"Set 3","Harry Hood",2013-10-31
"Set 3","Bug",2013-10-31
"Set 3","Run Like an Antelope",2013-10-31
"Encore","Quinn the Eskimo",2013-10-31
"Set 1","Cavern",2013-11-01
"Set 1","Runaway Jim",2013-11-01
"Set 1","Sand",2013-11-01
"Set 1","Halfway to the Moon",2013-11-01
"Set 1","Halley's Comet",2013-11-01
"Set 1","Tube",2013-11-01
"Set 1","Possum",2013-11-01
"Set 1","When the Circus Comes",2013-11-01
"Set 1","Sugar Shack",2013-11-01
"Set 1","Jesus Just Left Chicago",2013-11-01
"Set 1","David Bowie",2013-11-01
"Set 2","Twist",2013-11-01
"Set 2","Gotta Jibboo",2013-11-01
"Set 2","Makisupa Policeman",2013-11-01
"Set 2","Light",2013-11-01
"Set 2","Chalk Dust Torture",2013-11-01
"Set 2","Meatstick",2013-11-01
"Set 2","Boogie On Reggae Woman",2013-11-01
"Set 2","The Wedge",2013-11-01
"Set 2","Slave to the Traffic Light",2013-11-01
"Encore","Sneakin' Sally Through the Alley",2013-11-01
"Set 1","Wilson",2013-11-02
"Set 1","Rift",2013-11-02
"Set 1","Ocelot",2013-11-02
"Set 1","Water in the Sky",2013-11-02
"Set 1","Sample in a Jar",2013-11-02
"Set 1","Funky Bitch",2013-11-02
"Set 1","46 Days",2013-11-02
"Set 1","Theme From the Bottom",2013-11-02
"Set 1","Yarmouth Road",2013-11-02
"Set 1","Limb By Limb",2013-11-02
"Set 1","Mike's Song",2013-11-02
"Set 1","I Am Hydrogen",2013-11-02
"Set 1","Weekapaug Groove",2013-11-02
"Set 2","Down with Disease",2013-11-02
"Set 2","Piper",2013-11-02
"Set 2","Roggae",2013-11-02
"Set 2","Waves",2013-11-02
"Set 2","Tweezer",2013-11-02
"Set 2","Julius",2013-11-02
"Set 2","Backwards Down the Number Line",2013-11-02
"Set 2","Character Zero",2013-11-02
"Encore","Sleeping Monkey",2013-11-02
"Encore","Tweezer Reprise",2013-11-02
"Set 1","The Wedge",2013-12-28
"Set 1","Stealing Time From the Faulty Plan",2013-12-28
"Set 1","Mound",2013-12-28
"Set 1","Axilla",2013-12-28
"Set 1","Birds of a Feather",2013-12-28
"Set 1","Wolfman's Brother",2013-12-28
"Set 1","Sing Monica",2013-12-28
"Set 1","Seven Below",2013-12-28
"Set 1","Tube",2013-12-28
"Set 1","Free",2013-12-28
"Set 1","Julius",2013-12-28
"Set 2","Sand",2013-12-28
"Set 2","Piper",2013-12-28
"Set 2","Back on the Train",2013-12-28
"Set 2","Tweezer",2013-12-28
"Set 2","Backwards Down the Number Line",2013-12-28
"Set 2","Steam",2013-12-28
"Set 2","Silent in the Morning",2013-12-28
"Set 2","Waiting All Night",2013-12-28
"Set 2","Run Like an Antelope",2013-12-28
"Encore","Suzy Greenberg",2013-12-28
"Encore","Tweezer Reprise",2013-12-28
"Set 1","The Moma Dance",2013-12-29
"Set 1","Rift",2013-12-29
"Set 1","Roggae",2013-12-29
"Set 1","Sparkle",2013-12-29
"Set 1","The Line",2013-12-29
"Set 1","Stash",2013-12-29
"Set 1","555",2013-12-29
"Set 1","It's Ice",2013-12-29
"Set 1","Gumbo",2013-12-29
"Set 1","Walls of the Cave",2013-12-29
"Set 2","Down with Disease",2013-12-29
"Set 2","Carini",2013-12-29
"Set 2","Waves",2013-12-29
"Set 2","Twist",2013-12-29
"Set 2","Golgi Apparatus",2013-12-29
"Set 2","David Bowie",2013-12-29
"Encore","Possum",2013-12-29
"Set 1","Kill Devil Falls",2013-12-30
"Set 1","Bathtub Gin",2013-12-30
"Set 1","Wombat",2013-12-30
"Set 1","Yarmouth Road",2013-12-30
"Set 1","46 Days",2013-12-30
"Set 1","Lawn Boy",2013-12-30
"Set 1","Heavy Things",2013-12-30
"Set 1","Punch You in the Eye",2013-12-30
"Set 1","Sample in a Jar",2013-12-30
"Set 1","Gotta Jibboo",2013-12-30
"Set 2","Chalk Dust Torture",2013-12-30
"Set 2","Mike's Song",2013-12-30
"Set 2","Devotion To a Dream",2013-12-30
"Set 2","Ghost",2013-12-30
"Set 2","Weekapaug Groove",2013-12-30
"Set 2","Simple",2013-12-30
"Set 2","Harry Hood",2013-12-30
"Set 2","Cavern",2013-12-30
"Set 2","First Tube",2013-12-30
"Encore","Slave to the Traffic Light",2013-12-30
"Set 1","AC/DC Bag",2013-12-31
"Set 1","A Song I Heard the Ocean Sing",2013-12-31
"Set 1","Wilson",2013-12-31
"Set 1","Divided Sky",2013-12-31
"Set 1","Ocelot",2013-12-31
"Set 1","Sugar Shack",2013-12-31
"Set 1","Halfway to the Moon",2013-12-31
"Set 1","Fluffhead",2013-12-31
"Set 2","Glide",2013-12-31
"Set 2","Llama",2013-12-31
