Set,Song,date,show,gap,realGap,tour
Set 2,Beaumont Rag,1994-10-18,757,3,4,74
Set 2,Nellie Kane,1994-10-18,757,3,4,74
Set 2,Llama,1994-10-18,757,5,5,74
Encore,My Sweet One,1994-10-18,757,9,11,74
Set 1,Runaway Jim,1994-10-20,758,2,5,74
Set 1,Golden Lady,1994-10-20,758,0,0,74
Set 1,Poor Heart,1994-10-20,758,1,2,74
Set 1,Guelah Papyrus,1994-10-20,758,6,8,74
Set 1,Split Open and Melt,1994-10-20,758,2,4,74
Set 1,Kung,1994-10-20,758,23,112,74
Set 1,Split Open and Melt,1994-10-20,758,0,0,74
Set 1,Esther,1994-10-20,758,7,10,74
Set 1,Julius,1994-10-20,758,2,4,74
Set 1,Guyute,1994-10-20,758,1,2,74
Set 1,Golgi Apparatus,1994-10-20,758,3,5,74
Set 2,Lengthwise,1994-10-20,758,100,433,74
Set 2,Maze,1994-10-20,758,3,5,74
Set 2,McGrupp and the Watchful Hosemasters,1994-10-20,758,17,104,74
Set 2,Rift,1994-10-20,758,3,4,74
Set 2,Harry Hood,1994-10-20,758,6,8,74
Set 2,Nellie Kane,1994-10-20,758,1,2,74
Set 2,Foreplay/Long Time,1994-10-20,758,3,5,74
Set 2,Chalk Dust Torture,1994-10-20,758,4,6,74
Encore,Sample in a Jar,1994-10-20,758,2,4,74
Set 1,Fee,1994-10-21,759,2,5,74
Set 1,Down with Disease,1994-10-21,759,4,6,74
Set 1,Foam,1994-10-21,759,3,5,74
Set 1,The Mango Song,1994-10-21,759,15,100,74
Set 1,The Old Home Place,1994-10-21,759,2,3,74
Set 1,Stash,1994-10-21,759,2,3,74
Set 1,The Lizards,1994-10-21,759,7,9,74
Set 1,Dog Faced Boy,1994-10-21,759,3,5,74
Set 1,Run Like an Antelope,1994-10-21,759,3,5,74
Set 2,Also Sprach Zarathustra,1994-10-21,759,4,6,74
Set 2,Mike's Song,1994-10-21,759,6,8,74
Set 2,Simple,1994-10-21,759,3,3,74
Set 2,Mike's Song,1994-10-21,759,0,0,74
Set 2,I Am Hydrogen,1994-10-21,759,10,13,74
Set 2,Weekapaug Groove,1994-10-21,759,6,8,74
Set 2,Sleeping Monkey,1994-10-21,759,9,12,74
Set 2,The Curtain,1994-10-21,759,5,7,74
Set 2,Fast Enough for You,1994-10-21,759,6,8,74
Set 2,Scent of a Mule,1994-10-21,759,2,3,74
Set 2,Slave to the Traffic Light,1994-10-21,759,8,11,74
Encore,Sweet Adeline,1994-10-21,759,3,5,74
Encore,Foreplay/Long Time,1994-10-21,759,1,1,74
Encore,Cavern,1994-10-21,759,5,7,74
Set 1,Suzy Greenberg,1994-10-22,760,4,7,74
Set 1,Divided Sky,1994-10-22,760,3,4,74
Set 1,Gumbo,1994-10-22,760,7,9,74
Set 1,Axilla (Part II),1994-10-22,760,20,108,74
Set 1,Rift,1994-10-22,760,2,2,74
Set 1,Split Open and Melt,1994-10-22,760,2,2,74
Set 1,Fluffhead,1994-10-22,760,4,6,74
Set 1,Julius,1994-10-22,760,2,2,74
Set 2,Peaches en Regalia,1994-10-22,760,8,10,74
Set 2,David Bowie,1994-10-22,760,3,4,74
Set 2,The Horse,1994-10-22,760,3,4,74
Set 2,Silent in the Morning,1994-10-22,760,3,4,74
Set 2,Dinner and a Movie,1994-10-22,760,38,131,74
Set 2,Tweezer,1994-10-22,760,6,8,74
Set 2,Wilson,1994-10-22,760,6,7,74
Set 2,Reba,1994-10-22,760,3,4,74
Set 2,Amazing Grace,1994-10-22,760,3,4,74
Set 2,AC/DC Bag,1994-10-22,760,13,98,74
Set 2,Highway to Hell,1994-10-22,760,4,6,74
Encore,Uncle Pen,1994-10-22,760,15,100,74
Encore,Tweezer Reprise,1994-10-22,760,6,8,74
Set 1,Chalk Dust Torture,1994-10-23,761,2,3,74
Set 1,"My Friend, My Friend",1994-10-23,761,4,5,74
Set 1,Sparkle,1994-10-23,761,6,8,74
Set 1,Simple,1994-10-23,761,2,2,74
Set 1,Poor Heart,1994-10-23,761,3,3,74
Set 1,Stash,1994-10-23,761,2,2,74
Set 1,Catapult,1994-10-23,761,6,8,74
Set 1,Stash,1994-10-23,761,0,0,74
Set 1,Tela,1994-10-23,761,4,5,74
Set 1,Maze,1994-10-23,761,3,3,74
Set 1,Sample in a Jar,1994-10-23,761,3,3,74
Set 2,Runaway Jim,1994-10-23,761,4,3,74
Set 2,Bouncing Around the Room,1994-10-23,761,6,8,74
Set 2,Halley's Comet,1994-10-23,761,6,8,74
Set 2,You Enjoy Myself,1994-10-23,761,6,8,74
Set 2,The Vibration of Life,1994-10-23,761,77,190,74
Set 2,You Enjoy Myself,1994-10-23,761,0,0,74
Set 2,Down with Disease,1994-10-23,761,2,2,74
Set 2,Purple Rain,1994-10-23,761,12,15,74
Set 2,Hold Your Head Up,1994-10-23,761,10,13,74
Set 2,Harry Hood,1994-10-23,761,3,3,74
Set 2,Fee,1994-10-23,761,3,2,74
Set 2,Good Times Bad Times,1994-10-23,761,9,11,74
Encore,The Squirming Coil,1994-10-23,761,7,9,74
Set 1,Fee,1994-10-25,762,0,2,74
Set 1,Llama,1994-10-25,762,5,7,74
Set 1,Horn,1994-10-25,762,6,9,74
Set 1,Julius,1994-10-25,762,2,3,74
Set 1,The Horse,1994-10-25,762,2,3,74
Set 1,Silent in the Morning,1994-10-25,762,2,3,74
Set 1,Split Open and Melt,1994-10-25,762,2,3,74
Set 1,The Lizards,1994-10-25,762,3,4,74
Set 1,Sample in a Jar,1994-10-25,762,1,2,74
Set 2,Mike's Song,1994-10-25,762,3,4,74
Set 2,Simple,1994-10-25,762,1,2,74
Set 2,The Mango Song,1994-10-25,762,3,4,74
Set 2,Weekapaug Groove,1994-10-25,762,3,4,74
Set 2,Yerushalayim Shel Zahav,1994-10-25,762,9,12,74
Set 2,Glide,1994-10-25,762,7,10,74
Set 2,Axilla (Part II),1994-10-25,762,2,3,74
Set 2,Jesus Just Left Chicago,1994-10-25,762,33,125,74
Set 2,Big Ball Jam,1994-10-25,762,6,9,74
Set 2,Hold Your Head Up,1994-10-25,762,1,2,74
Set 2,If I Only Had a Brain,1994-10-25,762,91,300,74
Set 2,Hold Your Head Up,1994-10-25,762,0,0,74
Set 2,Possum,1994-10-25,762,6,9,74
Encore,Foreplay/Long Time,1994-10-25,762,3,4,74
Encore,Golgi Apparatus,1994-10-25,762,4,5,74
Set 1,Simple,1994-10-26,763,0,1,74
Set 1,It's Ice,1994-10-26,763,6,8,74
Set 1,NICU,1994-10-26,763,19,105,74
Set 1,Run Like an Antelope,1994-10-26,763,4,5,74
Set 1,Guyute,1994-10-26,763,5,6,74
Set 1,Dog Faced Boy,1994-10-26,763,4,5,74
Set 1,Scent of a Mule,1994-10-26,763,4,5,74
Set 1,The Oh Kee Pa Ceremony,1994-10-26,763,45,150,74
Set 1,Suzy Greenberg,1994-10-26,763,4,4,74
Set 1,Runaway Jim,1994-10-26,763,2,3,74
Set 2,Rift,1994-10-26,763,3,4,74
Set 2,Bouncing Around the Room,1994-10-26,763,2,3,74
Set 2,Reba,1994-10-26,763,3,4,74
Set 2,Axilla (Part II),1994-10-26,763,1,1,74
Set 2,You Enjoy Myself,1994-10-26,763,2,3,74
Set 2,The Vibration of Life,1994-10-26,763,2,3,74
Set 2,You Enjoy Myself,1994-10-26,763,0,0,74
Set 2,Hold Your Head Up,1994-10-26,763,1,1,74
Set 2,Cracklin' Rosie,1994-10-26,763,31,123,74
Set 2,Hold Your Head Up,1994-10-26,763,0,0,74
Set 2,David Bowie,1994-10-26,763,3,4,74
Encore,Nellie Kane,1994-10-26,763,5,6,74
Encore,Beaumont Rag,1994-10-26,763,6,8,74
Encore,Foreplay/Long Time,1994-10-26,763,1,1,74
Encore,Amazing Grace,1994-10-26,763,3,4,74
Set 1,Wilson,1994-10-27,764,3,5,74
Set 1,Sparkle,1994-10-27,764,3,4,74
Set 1,Maze,1994-10-27,764,3,4,74
Set 1,Colonel Forbin's Ascent,1994-10-27,764,10,13,74
Set 1,Fly Famous Mockingbird,1994-10-27,764,10,13,74
Set 1,The Vibration of Life,1994-10-27,764,1,1,74
Set 1,Fly Famous Mockingbird,1994-10-27,764,0,0,74
Set 1,Divided Sky,1994-10-27,764,4,5,74
Set 1,The Horse,1994-10-27,764,2,2,74
Set 1,Silent in the Morning,1994-10-27,764,2,2,74
Set 1,Poor Heart,1994-10-27,764,3,4,74
Set 1,Cavern,1994-10-27,764,5,6,74
Set 2,Julius,1994-10-27,764,2,2,74
Set 2,Ya Mar,1994-10-27,764,10,13,74
Set 2,Tweezer,1994-10-27,764,4,5,74
Set 2,Contact,1994-10-27,764,14,18,74
Set 2,Big Black Furry Creature from Mars,1994-10-27,764,20,106,74
Set 2,Down with Disease,1994-10-27,764,3,4,74
Set 2,Sweet Adeline,1994-10-27,764,5,6,74
Encore,Slave to the Traffic Light,1994-10-27,764,5,6,74
Encore,Icculus,1994-10-27,764,35,127,74
Encore,Tweezer Reprise,1994-10-27,764,4,5,74
Set 1,I Didn't Know,1994-10-28,765,7,10,74
Set 1,Llama,1994-10-28,765,3,3,74
Set 1,Guelah Papyrus,1994-10-28,765,7,8,74
Set 1,Scent of a Mule,1994-10-28,765,2,2,74
Set 1,Stash,1994-10-28,765,4,5,74
Set 1,Glide,1994-10-28,765,3,3,74
Set 1,Axilla (Part II),1994-10-28,765,2,2,74
Set 1,All Things Reconsidered,1994-10-28,765,12,15,74
Set 1,Sample in a Jar,1994-10-28,765,3,3,74
Set 1,Carolina,1994-10-28,765,25,114,74
Set 2,Also Sprach Zarathustra,1994-10-28,765,6,7,74
Set 2,David Bowie,1994-10-28,765,2,2,74
Set 2,Manteca,1994-10-28,765,134,541,74
Set 2,David Bowie,1994-10-28,765,0,0,74
Set 2,The Lizards,1994-10-28,765,3,3,74
Set 2,Peaches en Regalia,1994-10-28,765,5,6,74
Set 2,Rift,1994-10-28,765,2,2,74
Set 2,Lifeboy,1994-10-28,765,8,10,74
Set 2,Chalk Dust Torture,1994-10-28,765,5,5,74
Set 2,The Old Home Place,1994-10-28,765,6,7,74
Set 2,Nellie Kane,1994-10-28,765,2,2,74
Set 2,Foreplay/Long Time,1994-10-28,765,2,2,74
Encore,Fee,1994-10-28,765,4,3,74
Encore,Highway to Hell,1994-10-28,765,5,6,74
Set 1,"My Friend, My Friend",1994-10-29,766,4,6,74
Set 1,Sparkle,1994-10-29,766,2,2,74
Set 1,Simple,1994-10-29,766,4,3,74
Set 1,Runaway Jim,1994-10-29,766,3,3,74
Set 1,Foam,1994-10-29,766,7,8,74
Set 1,Lawn Boy,1994-10-29,766,17,21,74
Set 1,Split Open and Melt,1994-10-29,766,4,4,74
Set 1,Buffalo Bill,1994-10-29,766,226,707,74
Set 1,Makisupa Policeman,1994-10-29,766,39,132,74
Set 1,Rift,1994-10-29,766,1,1,74
Set 2,Down with Disease,1994-10-29,766,2,2,74
Set 2,The Man Who Stepped Into Yesterday,1994-10-29,766,10,13,74
Set 2,Avenu Malkenu,1994-10-29,766,10,13,74
Set 2,The Man Who Stepped Into Yesterday,1994-10-29,766,0,0,74
Set 2,Sparks,1994-10-29,766,65,175,74
Set 2,Uncle Pen,1994-10-29,766,6,7,74
Set 2,You Enjoy Myself,1994-10-29,766,3,3,74
Set 2,Hold Your Head Up,1994-10-29,766,3,3,74
Set 2,Bike,1994-10-29,766,43,137,74
Set 2,Hold Your Head Up,1994-10-29,766,0,0,74
Set 2,Run Like an Antelope,1994-10-29,766,3,3,74
Set 2,Sleeping Monkey,1994-10-29,766,7,8,74
Set 2,Run Like an Antelope,1994-10-29,766,0,0,74
Encore,Harry Hood,1994-10-29,766,5,6,74
Set 1,Frankenstein,1994-10-31,767,25,115,74
Set 1,Sparkle,1994-10-31,767,1,2,74
Set 1,Simple,1994-10-31,767,1,2,74
Set 1,Divided Sky,1994-10-31,767,3,4,74
Set 1,Harpua,1994-10-31,767,11,15,74
Set 1,The Vibration of Life,1994-10-31,767,3,4,74
Set 1,Harpua,1994-10-31,767,0,0,74
Set 1,Julius,1994-10-31,767,3,4,74
Set 1,The Horse,1994-10-31,767,3,4,74
Set 1,Silent in the Morning,1994-10-31,767,3,4,74
Set 1,Reba,1994-10-31,767,4,5,74
Set 1,Golgi Apparatus,1994-10-31,767,5,6,74
Set 2,Back in the U.S.S.R.,1994-10-31,767,0,0,74
Set 2,Dear Prudence,1994-10-31,767,0,0,74
Set 2,Glass Onion,1994-10-31,767,0,0,74
Set 2,"Ob-La-Di, Ob-La-Da",1994-10-31,767,0,0,74
Set 2,Wild Honey Pie,1994-10-31,767,0,0,74
Set 2,The Continuing Story of Bungalow Bill,1994-10-31,767,0,0,74
Set 2,While My Guitar Gently Weeps,1994-10-31,767,0,0,74
Set 2,Happiness Is a Warm Gun,1994-10-31,767,0,0,74
Set 2,Martha My Dear,1994-10-31,767,0,0,74
Set 2,I'm So Tired,1994-10-31,767,0,0,74
Set 2,Blackbird,1994-10-31,767,0,0,74
Set 2,Piggies,1994-10-31,767,751,3273,74
Set 2,Rocky Raccoon,1994-10-31,767,0,0,74
Set 2,Don't Pass Me By,1994-10-31,767,0,0,74
Set 2,Why Don't We Do It in the Road?,1994-10-31,767,0,0,74
Set 2,I Will,1994-10-31,767,0,0,74
Set 2,Julia,1994-10-31,767,0,0,74
Set 2,Birthday,1994-10-31,767,0,0,74
Set 2,Yer Blues,1994-10-31,767,0,0,74
Set 2,Mother Nature's Son,1994-10-31,767,0,0,74
Set 2,Everybody's Got Something to Hide Except Me and My Monkey,1994-10-31,767,0,0,74
Set 2,Sexy Sadie,1994-10-31,767,0,0,74
Set 2,Helter Skelter,1994-10-31,767,0,0,74
Set 2,Long Long Long,1994-10-31,767,0,0,74
Set 2,Revolution 1,1994-10-31,767,0,0,74
Set 2,Honey Pie,1994-10-31,767,0,0,74
Set 2,Savoy Truffle,1994-10-31,767,0,0,74
Set 2,Cry Baby Cry,1994-10-31,767,0,0,74
Set 2,Revolution 9,1994-10-31,767,0,0,74
Set 3,David Bowie,1994-10-31,767,2,3,74
Set 3,Bouncing Around the Room,1994-10-31,767,4,5,74
Set 3,Slave to the Traffic Light,1994-10-31,767,3,4,74
Set 3,Rift,1994-10-31,767,1,2,74
Set 3,Sleeping Monkey,1994-10-31,767,1,2,74
Set 3,Poor Heart,1994-10-31,767,3,4,74
Set 3,Run Like an Antelope,1994-10-31,767,1,2,74
Encore,Amazing Grace,1994-10-31,767,4,5,74
Encore,Costume Contest,1994-10-31,767,352,1096,74
Encore,The Squirming Coil,1994-10-31,767,6,8,74
Set 1,Suzy Greenberg,1994-11-02,768,4,7,74
Set 1,Foam,1994-11-02,768,2,4,74
Set 1,If I Could,1994-11-02,768,15,20,74
Set 1,Maze,1994-11-02,768,4,6,74
Set 1,Guyute,1994-11-02,768,5,7,74
Set 1,Stash,1994-11-02,768,3,5,74
Set 1,Scent of a Mule,1994-11-02,768,3,5,74
Set 1,While My Guitar Gently Weeps,1994-11-02,768,1,2,74
Set 2,Halley's Comet,1994-11-02,768,7,10,74
Set 2,Tweezer,1994-11-02,768,4,6,74
Set 2,The Mango Song,1994-11-02,768,6,8,74
Set 2,Axilla (Part II),1994-11-02,768,3,5,74
Set 2,Possum,1994-11-02,768,6,8,74
Set 2,The Lizards,1994-11-02,768,3,5,74
Set 2,Sample in a Jar,1994-11-02,768,3,5,74
Encore,The Old Home Place,1994-11-02,768,3,5,74
Encore,Foreplay/Long Time,1994-11-02,768,3,5,74
Encore,Tweezer Reprise,1994-11-02,768,4,6,74
Set 1,Fee,1994-11-03,769,3,6,74
Set 1,Divided Sky,1994-11-03,769,2,3,74
Set 1,Wilson,1994-11-03,769,6,7,74
Set 1,Peaches en Regalia,1994-11-03,769,4,6,74
Set 1,Glide,1994-11-03,769,4,6,74
Set 1,Split Open and Melt,1994-11-03,769,3,5,74
Set 1,Dog Faced Boy,1994-11-03,769,6,8,74
Set 1,Sparkle,1994-11-03,769,2,3,74
Set 1,Down with Disease,1994-11-03,769,3,5,74
Set 2,Also Sprach Zarathustra,1994-11-03,769,4,6,74
Set 2,Simple,1994-11-03,769,2,3,74
Set 2,Poor Heart,1994-11-03,769,2,3,74
Set 2,Julius,1994-11-03,769,2,3,74
Set 2,You Enjoy Myself,1994-11-03,769,3,5,74
Set 2,The Vibration of Life,1994-11-03,769,2,3,74
Set 2,You Enjoy Myself,1994-11-03,769,0,0,74
Set 2,Big Black Furry Creature from Mars,1994-11-03,769,5,7,74
Set 2,Harry Hood,1994-11-03,769,3,5,74
Set 2,Cavern,1994-11-03,769,5,7,74
Encore,My Sweet One,1994-11-03,769,12,16,74
Encore,Nellie Kane,1994-11-03,769,4,6,74
Encore,Amazing Grace,1994-11-03,769,2,3,74
Encore,Highway to Hell,1994-11-03,769,4,6,74
Set 1,Sample in a Jar,1994-11-04,770,1,2,74
Set 1,It's Ice,1994-11-04,770,7,9,74
Set 1,Bouncing Around the Room,1994-11-04,770,3,4,74
Set 1,David Bowie,1994-11-04,770,3,4,74
Set 1,Colonel Forbin's Ascent,1994-11-04,770,6,8,74
Set 1,Fly Famous Mockingbird,1994-11-04,770,6,8,74
Set 1,The Vibration of Life,1994-11-04,770,1,1,74
Set 1,Fly Famous Mockingbird,1994-11-04,770,0,0,74
Set 1,Scent of a Mule,1994-11-04,770,2,2,74
Set 1,Suzy Greenberg,1994-11-04,770,3,2,74
Set 1,Chalk Dust Torture,1994-11-04,770,5,7,74
Set 2,The Curtain,1994-11-04,770,11,14,74
Set 2,Mike's Song,1994-11-04,770,8,10,74
Set 2,Simple,1994-11-04,770,1,1,74
Set 2,Mike's Song,1994-11-04,770,0,0,74
Set 2,Tela,1994-11-04,770,9,12,74
Set 2,Weekapaug Groove,1994-11-04,770,8,10,74
Set 2,Ya Mar,1994-11-04,770,6,8,74
Set 2,Golgi Apparatus,1994-11-04,770,3,4,74
Set 2,Slave to the Traffic Light,1994-11-04,770,3,4,74
Encore,Loving Cup,1994-11-04,770,69,181,74
Encore,Rocky Top,1994-11-04,770,21,27,74
Set 1,Runaway Jim,1994-11-12,771,4,14,74
Set 1,Foam,1994-11-12,771,3,10,74
Set 1,If I Could,1994-11-12,771,3,10,74
Set 1,Maze,1994-11-12,771,3,10,74
Set 1,Guyute,1994-11-12,771,3,10,74
Set 1,Stash,1994-11-12,771,3,10,74
Set 1,Esther,1994-11-12,771,13,23,74
Set 1,Chalk Dust Torture,1994-11-12,771,1,8,74
Set 2,Julius,1994-11-12,771,2,9,74
Set 2,Fluffhead,1994-11-12,771,11,21,74
Set 2,Down with Disease,1994-11-12,771,2,9,74
Set 2,Have Mercy,1994-11-12,771,111,455,74
Set 2,Down with Disease,1994-11-12,771,0,0,74
Set 2,Lifeboy,1994-11-12,771,6,15,74
Set 2,Rift,1994-11-12,771,4,12,74
Set 2,The Old Home Place,1994-11-12,771,3,10,74
Set 2,Nellie Kane,1994-11-12,771,2,9,74
Set 2,Foreplay/Long Time,1994-11-12,771,3,10,74
Set 2,Harry Hood,1994-11-12,771,2,9,74
Set 2,Golgi Apparatus,1994-11-12,771,1,8,74
Encore,Sample in a Jar,1994-11-12,771,2,8,74
Set 1,Wilson,1994-11-13,772,2,10,74
Set 1,Sparkle,1994-11-13,772,3,10,74
Set 1,Simple,1994-11-13,772,2,9,74
Set 1,Reba,1994-11-13,772,5,13,74
Set 1,Axilla (Part II),1994-11-13,772,4,11,74
Set 1,It's Ice,1994-11-13,772,2,9,74
Set 1,The Vibration of Life,1994-11-13,772,2,9,74
Set 1,The Horse,1994-11-13,772,5,13,74
Set 1,Silent in the Morning,1994-11-13,772,5,13,74
Set 1,Run Like an Antelope,1994-11-13,772,5,13,74
Set 2,Suzy Greenberg,1994-11-13,772,2,9,74
Set 2,Divided Sky,1994-11-13,772,3,10,74
Set 2,The Lizards,1994-11-13,772,4,11,74
Set 2,Tweezer,1994-11-13,772,4,11,74
Set 2,The Mango Song,1994-11-13,772,4,11,74
Set 2,Big Black Furry Creature from Mars,1994-11-13,772,3,10,74
Set 2,Amazing Grace,1994-11-13,772,3,10,74
Set 2,The Squirming Coil,1994-11-13,772,5,13,74
Encore,Funky Bitch,1994-11-13,772,32,130,74
Encore,Tweezer Reprise,1994-11-13,772,4,11,74
Set 1,"My Friend, My Friend",1994-11-14,773,7,16,74
Set 1,Scent of a Mule,1994-11-14,773,3,10,74
Set 1,Guelah Papyrus,1994-11-14,773,8,17,74
Set 1,Split Open and Melt,1994-11-14,773,4,11,74
Set 1,Bouncing Around the Room,1994-11-14,773,3,10,74
Set 1,The Landlady,1994-11-14,773,17,29,74
Set 1,Maze,1994-11-14,773,2,2,74
Set 1,Lawn Boy,1994-11-14,773,7,16,74
Set 1,Cavern,1994-11-14,773,4,11,74
Set 2,Peaches en Regalia,1994-11-14,773,4,11,74
Set 2,David Bowie,1994-11-14,773,3,10,74
Set 2,Yerushalayim Shel Zahav,1994-11-14,773,11,20,74
Set 2,Slave to the Traffic Light,1994-11-14,773,3,10,74
Set 2,Poor Heart,1994-11-14,773,4,11,74
Set 2,Julius,1994-11-14,773,2,2,74
Set 2,The Old Home Place,1994-11-14,773,2,2,74
Set 2,Nellie Kane,1994-11-14,773,2,2,74
Set 2,Sweet Adeline,1994-11-14,773,9,18,74
Set 2,You Enjoy Myself,1994-11-14,773,4,11,74
Encore,Golgi Apparatus,1994-11-14,773,2,2,74
Set 1,Sample in a Jar,1994-11-16,774,2,4,74
Set 1,Foam,1994-11-16,774,3,4,74
Set 1,Fast Enough for You,1994-11-16,774,15,26,74
Set 1,Reba,1994-11-16,774,2,3,74
Set 1,Axilla (Part II),1994-11-16,774,2,3,74
Set 1,The Lizards,1994-11-16,774,2,3,74
Set 1,Stash,1994-11-16,774,3,4,74
Set 1,Pig in a Pen,1994-11-16,774,195,633,74
Set 1,Tennessee Waltz,1994-11-16,774,142,559,74
Set 1,Foggy Mountain Breakdown,1994-11-16,774,0,0,74
Set 1,"Swing Low, Sweet Chariot",1994-11-16,774,610,1853,74
Set 2,Mike's Song,1994-11-16,774,4,12,74
Set 2,Simple,1994-11-16,774,2,3,74
Set 2,"I'm Blue, I'm Lonesome",1994-11-16,774,0,0,74
Set 2,My Long Journey Home,1994-11-16,774,0,0,74
Set 2,Chalk Dust Torture,1994-11-16,774,3,4,74
Set 2,Fee,1994-11-16,774,6,13,74
Set 2,Run Like an Antelope,1994-11-16,774,2,3,74
Encore,Amazing Grace,1994-11-16,774,2,3,74
Encore,Suzy Greenberg,1994-11-16,774,2,3,74
Set 1,Helter Skelter,1994-11-17,775,7,17,74
Set 1,Scent of a Mule,1994-11-17,775,2,3,74
Set 1,Maze,1994-11-17,775,2,3,74
Set 1,Bouncing Around the Room,1994-11-17,775,2,3,74
Set 1,Wilson,1994-11-17,775,4,4,74
Set 1,Divided Sky,1994-11-17,775,3,4,74
Set 1,Dog Faced Boy,1994-11-17,775,6,14,74
Set 1,Colonel Forbin's Ascent,1994-11-17,775,5,13,74
Set 1,Fly Famous Mockingbird,1994-11-17,775,5,13,74
Set 1,The Vibration of Life,1994-11-17,775,3,4,74
Set 1,Fly Famous Mockingbird,1994-11-17,775,0,0,74
Set 1,Down with Disease,1994-11-17,775,4,5,74
Set 2,Also Sprach Zarathustra,1994-11-17,775,6,14,74
Set 2,David Bowie,1994-11-17,775,2,3,74
Set 2,Sleeping Monkey,1994-11-17,775,8,17,74
Set 2,Sparkle,1994-11-17,775,3,4,74
Set 2,You Enjoy Myself,1994-11-17,775,2,3,74
Set 2,Hold Your Head Up,1994-11-17,775,9,19,74
Set 2,Love You,1994-11-17,775,24,38,74
Set 2,Hold Your Head Up,1994-11-17,775,0,0,74
Set 2,Slave to the Traffic Light,1994-11-17,775,2,3,74
Set 2,Golgi Apparatus,1994-11-17,775,2,3,74
Encore,"I'm Blue, I'm Lonesome",1994-11-17,775,1,1,74
Encore,Nellie Kane,1994-11-17,775,2,3,74
Encore,My Long Journey Home,1994-11-17,775,1,1,74
Encore,To France,1994-11-17,775,0,0,74
Encore,Fixin' to Die,1994-11-17,775,0,0,74
Set 1,Rift,1994-11-18,776,4,6,74
Set 1,AC/DC Bag,1994-11-18,776,16,27,74
Set 1,Julius,1994-11-18,776,3,4,74
Set 1,The Horse,1994-11-18,776,4,5,74
Set 1,Silent in the Morning,1994-11-18,776,4,5,74
Set 1,It's Ice,1994-11-18,776,4,5,74
Set 1,Tela,1994-11-18,776,6,14,74
Set 1,Split Open and Melt,1994-11-18,776,3,4,74
Set 1,Little Tiny Butter Biscuits,1994-11-18,776,0,0,74
Set 1,The Old Home Place,1994-11-18,776,3,4,74
Set 1,My Long Journey Home,1994-11-18,776,1,1,74
Set 2,Llama,1994-11-18,776,11,21,74
Set 2,Bathtub Gin,1994-11-18,776,22,35,74
Set 2,Lifeboy,1994-11-18,776,5,6,74
Set 2,Poor Heart,1994-11-18,776,3,4,74
Set 2,Tweezer,1994-11-18,776,4,5,74
Set 2,Contact,1994-11-18,776,12,22,74
Set 2,Possum,1994-11-18,776,8,16,74
Encore,Roll in My Sweet Baby's Arms,1994-11-18,776,0,0,74
Encore,Runaway Jim,1994-11-18,776,6,6,74
Set 1,Golgi Apparatus,1994-11-19,777,1,2,74
Set 1,Down with Disease,1994-11-19,777,2,2,74
Set 1,Guyute,1994-11-19,777,6,7,74
Set 1,Paul and Silas,1994-11-19,777,46,148,74
Set 1,Axilla (Part II),1994-11-19,777,3,3,74
Set 1,The Man Who Stepped Into Yesterday,1994-11-19,777,11,21,74
Set 1,Avenu Malkenu,1994-11-19,777,11,21,74
Set 1,Run Like an Antelope,1994-11-19,777,3,3,74
Set 1,"I'm Blue, I'm Lonesome",1994-11-19,777,2,2,74
Set 1,Little Tiny Butter Biscuits,1994-11-19,777,1,1,74
Set 1,My Long Journey Home,1994-11-19,777,1,1,74
Set 2,Suzy Greenberg,1994-11-19,777,3,3,74
Set 2,Sparkle,1994-11-19,777,2,2,74
Set 2,You Enjoy Myself,1994-11-19,777,2,2,74
Set 2,The Vibration of Life,1994-11-19,777,2,2,74
Set 2,You Enjoy Myself,1994-11-19,777,0,0,74
Set 2,Hold Your Head Up,1994-11-19,777,2,2,74
Set 2,Cracklin' Rosie,1994-11-19,777,14,24,74
Set 2,Hold Your Head Up,1994-11-19,777,0,0,74
Set 2,Harry Hood,1994-11-19,777,6,7,74
Set 2,Amazing Grace,1994-11-19,777,3,3,74
Set 2,Good Times Bad Times,1994-11-19,777,16,27,74
Encore,The Squirming Coil,1994-11-19,777,5,6,74
Set 1,Chalk Dust Torture,1994-11-20,778,3,4,74
Set 1,Fee,1994-11-20,778,4,4,74
Set 1,Scent of a Mule,1994-11-20,778,3,3,74
Set 1,Stash,1994-11-20,778,4,4,74
Set 1,If I Could,1994-11-20,778,7,8,74
Set 1,Little Tiny Butter Biscuits,1994-11-20,778,1,1,74
Set 1,My Long Journey Home,1994-11-20,778,1,1,74
Set 1,Dooley,1994-11-20,778,0,0,74
Set 1,Divided Sky,1994-11-20,778,3,3,74
Set 1,Sample in a Jar,1994-11-20,778,5,4,74
Set 2,Also Sprach Zarathustra,1994-11-20,778,3,3,74
Set 2,David Bowie,1994-11-20,778,3,3,74
Set 2,Glide,1994-11-20,778,9,17,74
Set 2,Axilla (Part II),1994-11-20,778,1,1,74
Set 2,Reba,1994-11-20,778,4,4,74
Set 2,Simple,1994-11-20,778,4,4,74
Set 2,Rift,1994-11-20,778,3,2,74
Set 2,Hold Your Head Up,1994-11-20,778,1,1,74
Set 2,Terrapin,1994-11-20,778,42,142,74
Set 2,Hold Your Head Up,1994-11-20,778,0,0,74
Set 2,Julius,1994-11-20,778,2,2,74
Set 2,Cavern,1994-11-20,778,5,6,74
Encore,Icculus,1994-11-20,778,14,24,74
