Set,Song,date,show,gap,realGap,tour
Set 2,Theme From the Bottom,2013-07-20,1490,7,10,134
Set 2,Weekapaug Groove,2013-07-20,1490,2,3,134
Set 2,Golden Age,2013-07-20,1490,4,6,134
Set 2,Waves,2013-07-20,1490,14,203,134
Set 2,Piper,2013-07-20,1490,2,3,134
Set 2,Slave to the Traffic Light,2013-07-20,1490,7,10,134
Set 3,Meatstick,2013-07-20,1490,8,13,134
Set 3,Birds of a Feather,2013-07-20,1490,3,4,134
Set 3,Strange Design,2013-07-20,1490,36,386,134
Set 3,Ocelot,2013-07-20,1490,3,4,134
Set 3,Light,2013-07-20,1490,4,6,134
Set 3,Harry Hood,2013-07-20,1490,3,4,134
Set 3,Good Times Bad Times,2013-07-20,1490,5,7,134
Encore,Shine a Light,2013-07-20,1490,20,326,134
Set 1,Dinner and a Movie,2013-07-21,1491,36,387,134
Set 1,AC/DC Bag,2013-07-21,1491,10,14,134
Set 1,Maze,2013-07-21,1491,6,8,134
Set 1,Mound,2013-07-21,1491,4,5,134
Set 1,Funky Bitch,2013-07-21,1491,3,4,134
Set 1,Bathtub Gin,2013-07-21,1491,4,5,134
Set 1,Wilson,2013-07-21,1491,4,5,134
Set 1,Water in the Sky,2013-07-21,1491,3,4,134
Set 1,Boogie On Reggae Woman,2013-07-21,1491,5,7,134
Set 1,Run Like an Antelope,2013-07-21,1491,4,5,134
Set 2,Energy,2013-07-21,1491,3,4,134
Set 2,Ghost,2013-07-21,1491,9,14,134
Set 2,The Lizards,2013-07-21,1491,17,322,134
Set 2,Harpua,2013-07-21,1491,72,763,134
Set 2,Run Like an Antelope,2013-07-21,1491,0,0,134
Encore,Character Zero,2013-07-21,1491,4,5,134
Set 1,The Moma Dance,2013-07-22,1492,2,3,134
Set 1,Chalk Dust Torture,2013-07-22,1492,5,6,134
Set 1,Undermind,2013-07-22,1492,20,325,134
Set 1,Army of One,2013-07-22,1492,5,6,134
Set 1,Halley's Comet,2013-07-22,1492,9,12,134
Set 1,Twist,2013-07-22,1492,2,2,134
Set 1,Bouncing Around the Room,2013-07-22,1492,7,9,134
Set 1,Stash,2013-07-22,1492,6,8,134
Set 1,Yarmouth Road,2013-07-22,1492,7,9,134
Set 1,Tube,2013-07-22,1492,6,8,134
Set 1,Ocelot,2013-07-22,1492,2,2,134
Set 1,Suzy Greenberg,2013-07-22,1492,4,3,134
Set 2,Down with Disease,2013-07-22,1492,3,3,134
Set 2,Also Sprach Zarathustra,2013-07-22,1492,4,5,134
Set 2,Free,2013-07-22,1492,7,9,134
Set 2,Piper,2013-07-22,1492,2,2,134
Set 2,Tweezer,2013-07-22,1492,5,6,134
Set 2,Silent in the Morning,2013-07-22,1492,5,6,134
Set 2,Backwards Down the Number Line,2013-07-22,1492,3,3,134
Set 2,Cavern,2013-07-22,1492,2,2,134
Set 2,David Bowie,2013-07-22,1492,2,2,134
Encore,Loving Cup,2013-07-22,1492,6,8,134
Encore,The Squirming Coil,2013-07-22,1492,16,205,134
Encore,Tweezer Reprise,2013-07-22,1492,5,6,134
Set 1,AC/DC Bag,2013-07-26,1493,1,5,134
Set 1,Timber (Jerry The Mule),2013-07-26,1493,26,336,134
Set 1,Wolfman's Brother,2013-07-26,1493,4,7,134
Set 1,Funky Bitch,2013-07-26,1493,2,5,134
Set 1,Happy Birthday to You,2013-07-26,1493,192,1601,134
Set 1,Wilson,2013-07-26,1493,2,5,134
Set 1,Possum,2013-07-26,1493,3,6,134
Set 1,Tube,2013-07-26,1493,1,4,134
Set 1,Secret Smile,2013-07-26,1493,160,1363,134
Set 1,McGrupp and the Watchful Hosemasters,2013-07-26,1493,24,334,134
Set 1,The Ballad of Curtis Loew,2013-07-26,1493,27,338,134
Set 1,Split Open and Melt,2013-07-26,1493,8,13,134
Set 2,Crosseyed and Painless,2013-07-26,1493,10,16,134
Set 2,Twist,2013-07-26,1493,1,4,134
Set 2,Steam,2013-07-26,1493,13,21,134
Set 2,Waves,2013-07-26,1493,3,6,134
Set 2,Twenty Years Later,2013-07-26,1493,8,13,134
Set 2,The Mango Song,2013-07-26,1493,13,21,134
Set 2,Bug,2013-07-26,1493,12,20,134
Set 2,David Bowie,2013-07-26,1493,1,4,134
Set 2,Rocky Top,2013-07-26,1493,10,16,134
Set 2,Character Zero,2013-07-26,1493,2,5,134
Encore,Harry Hood,2013-07-26,1493,3,6,134
Encore,Fire,2013-07-26,1493,45,402,134
Set 1,Architect,2013-07-27,1494,8,14,134
Set 1,Golgi Apparatus,2013-07-27,1494,21,329,134
Set 1,The Curtain With,2013-07-27,1494,41,394,134
Set 1,Kill Devil Falls,2013-07-27,1494,4,7,134
Set 1,The Moma Dance,2013-07-27,1494,3,5,134
Set 1,Maze,2013-07-27,1494,3,6,134
Set 1,Beauty of a Broken Heart,2013-07-27,1494,10,15,134
Set 1,Roses Are Free,2013-07-27,1494,8,13,134
Set 1,Say Something,2013-07-27,1494,0,0,134
Set 1,Ocelot,2013-07-27,1494,2,5,134
Set 1,After Midnight,2013-07-27,1494,88,788,134
Set 2,Down with Disease,2013-07-27,1494,2,5,134
Set 2,Undermind,2013-07-27,1494,2,5,134
Set 2,Light,2013-07-27,1494,4,7,134
Set 2,Sneakin' Sally Through the Alley,2013-07-27,1494,29,342,134
Set 2,Also Sprach Zarathustra,2013-07-27,1494,2,5,134
Set 2,Walls of the Cave,2013-07-27,1494,12,20,134
Set 2,Fluffhead,2013-07-27,1494,6,10,134
Set 2,Run Like an Antelope,2013-07-27,1494,3,6,134
Encore,Show of Life,2013-07-27,1494,13,21,134
Encore,Good Times Bad Times,2013-07-27,1494,4,7,134
Set 1,Wolfman's Brother,2013-07-30,1495,1,4,134
Set 1,Gotta Jibboo,2013-07-30,1495,30,345,134
Set 1,Cavern,2013-07-30,1495,3,8,134
Set 1,Birds of a Feather,2013-07-30,1495,5,10,134
Set 1,Funky Bitch,2013-07-30,1495,2,4,134
Set 1,Cities,2013-07-30,1495,5,10,134
Set 1,Rift,2013-07-30,1495,5,10,134
Set 1,Bathtub Gin,2013-07-30,1495,4,9,134
Set 1,Tube,2013-07-30,1495,2,4,134
Set 1,Walk Away,2013-07-30,1495,17,211,134
Set 2,Golden Age,2013-07-30,1495,5,10,134
Set 2,46 Days,2013-07-30,1495,6,11,134
Set 2,Boogie On Reggae Woman,2013-07-30,1495,4,9,134
Set 2,Ghost,2013-07-30,1495,4,9,134
Set 2,Carini,2013-07-30,1495,14,24,134
Set 2,Piper,2013-07-30,1495,3,8,134
Set 2,Wading in the Velvet Sea,2013-07-30,1495,11,18,134
Set 2,Mike's Song,2013-07-30,1495,5,10,134
Set 2,Slave to the Traffic Light,2013-07-30,1495,5,10,134
Encore,Weekapaug Groove,2013-07-30,1495,5,10,134
Encore,Character Zero,2013-07-30,1495,2,4,134
Set 1,Chalk Dust Torture,2013-07-31,1496,3,9,134
Set 1,Camel Walk,2013-07-31,1496,26,337,134
Set 1,Sparkle,2013-07-31,1496,48,406,134
Set 1,Back on the Train,2013-07-31,1496,6,11,134
Set 1,It's Ice,2013-07-31,1496,7,12,134
Set 1,Brian and Robert,2013-07-31,1496,84,784,134
Set 1,Yarmouth Road,2013-07-31,1496,4,9,134
Set 1,Kill Devil Falls,2013-07-31,1496,2,4,134
Set 1,Lawn Boy,2013-07-31,1496,6,11,134
Set 1,Ocelot,2013-07-31,1496,2,4,134
Set 1,Stash,2013-07-31,1496,4,9,134
Set 2,Tweezer,2013-07-31,1496,4,9,134
Set 2,Tela,2013-07-31,1496,43,398,134
Set 2,Twist,2013-07-31,1496,3,5,134
Set 2,Architect,2013-07-31,1496,3,4,134
Set 2,Bouncing Around the Room,2013-07-31,1496,4,9,134
Set 2,Run Like an Antelope,2013-07-31,1496,2,4,134
Encore,Julius,2013-07-31,1496,7,12,134
Encore,Tweezer Reprise,2013-07-31,1496,4,9,134
Set 1,Free,2013-08-02,1497,4,11,134
Set 1,Meat,2013-08-02,1497,41,397,134
Set 1,The Oh Kee Pa Ceremony,2013-08-02,1497,42,398,134
Set 1,AC/DC Bag,2013-08-02,1497,5,7,134
Set 1,Vultures,2013-08-02,1497,41,397,134
Set 1,Roggae,2013-08-02,1497,32,348,134
Set 1,Sand,2013-08-02,1497,14,23,134
Set 1,When the Circus Comes,2013-08-02,1497,24,335,134
Set 1,Babylon Baby,2013-08-02,1497,49,409,134
Set 1,Reba,2013-08-02,1497,13,21,134
Set 1,Halfway to the Moon,2013-08-02,1497,12,20,134
Set 1,Golgi Apparatus,2013-08-02,1497,3,6,134
Set 2,Punch You in the Eye,2013-08-02,1497,9,16,134
Set 2,Down with Disease,2013-08-02,1497,3,6,134
Set 2,Prince Caspian,2013-08-02,1497,8,13,134
Set 2,Farmhouse,2013-08-02,1497,25,336,134
Set 2,Seven Below,2013-08-02,1497,46,405,134
Set 2,Theme From the Bottom,2013-08-02,1497,7,13,134
Set 2,Harry Hood,2013-08-02,1497,4,7,134
Set 2,Stealing Time From the Faulty Plan,2013-08-02,1497,9,16,134
Set 2,The Squirming Coil,2013-08-02,1497,5,11,134
Encore,Walls of the Cave,2013-08-02,1497,3,6,134
Set 1,Grind,2013-08-03,1498,21,217,134
Set 1,Weigh,2013-08-03,1498,45,401,134
Set 1,Alumni Blues,2013-08-03,1498,29,342,134
Set 1,Letter to Jimmy Page,2013-08-03,1498,29,342,134
Set 1,Alumni Blues,2013-08-03,1498,0,0,134
Set 1,Lengthwise,2013-08-03,1498,50,410,134
Set 1,Maze,2013-08-03,1498,4,7,134
Set 1,Sample in a Jar,2013-08-03,1498,15,24,134
Set 1,NICU,2013-08-03,1498,12,20,134
Set 1,Mound,2013-08-03,1498,7,13,134
Set 1,Jesus Just Left Chicago,2013-08-03,1498,41,396,134
Set 1,Driver,2013-08-03,1498,20,215,134
Set 1,Timber (Jerry The Mule),2013-08-03,1498,5,8,134
Set 1,Axilla,2013-08-03,1498,15,24,134
Set 1,Bug,2013-08-03,1498,5,8,134
Set 1,Possum,2013-08-03,1498,5,8,134
Set 1,First Tube,2013-08-03,1498,13,20,134
Set 2,Rock and Roll,2013-08-03,1498,11,18,134
Set 2,Steam,2013-08-03,1498,5,8,134
Set 2,Backwards Down the Number Line,2013-08-03,1498,6,12,134
Set 2,Mike's Song,2013-08-03,1498,3,4,134
Set 2,I Am Hydrogen,2013-08-03,1498,41,396,134
Set 2,Weekapaug Groove,2013-08-03,1498,3,4,134
Set 2,Joy,2013-08-03,1498,11,18,134
Set 2,Fluffhead,2013-08-03,1498,4,7,134
Set 2,Also Sprach Zarathustra,2013-08-03,1498,4,7,134
Set 2,Slave to the Traffic Light,2013-08-03,1498,3,4,134
Encore,Waste,2013-08-03,1498,13,21,134
Encore,Suzy Greenberg,2013-08-03,1498,6,12,134
Set 1,Crowd Control,2013-08-04,1499,18,29,134
Set 1,Divided Sky,2013-08-04,1499,11,18,134
Set 1,Wilson,2013-08-04,1499,6,9,134
Set 1,Foam,2013-08-04,1499,38,392,134
Set 1,Halley's Comet,2013-08-04,1499,7,13,134
Set 1,My Soul,2013-08-04,1499,10,16,134
Set 1,Ya Mar,2013-08-04,1499,16,25,134
Set 1,Army of One,2013-08-04,1499,7,13,134
Set 1,Taste,2013-08-04,1499,14,22,134
Set 1,Gumbo,2013-08-04,1499,11,18,134
Set 1,Train Song,2013-08-04,1499,122,1087,134
Set 1,Pebbles and Marbles,2013-08-04,1499,12,19,134
Set 2,Energy,2013-08-04,1499,8,14,134
Set 2,Runaway Jim,2013-08-04,1499,12,18,134
Set 2,Carini,2013-08-04,1499,4,5,134
Set 2,The Wedge,2013-08-04,1499,11,18,134
Set 2,Light,2013-08-04,1499,5,8,134
Set 2,David Bowie,2013-08-04,1499,6,9,134
Set 2,Silent in the Morning,2013-08-04,1499,7,13,134
Set 2,Meatstick,2013-08-04,1499,9,15,134
Set 2,Quinn the Eskimo,2013-08-04,1499,11,18,134
Set 2,You Enjoy Myself,2013-08-04,1499,13,21,134
Encore,Sanity,2013-08-04,1499,45,401,134
Encore,Bold As Love,2013-08-04,1499,50,410,134
Set 1,AC/DC Bag,2013-08-05,1500,2,3,134
Set 1,The Moma Dance,2013-08-05,1500,6,9,134
Set 1,Sparkle,2013-08-05,1500,4,5,134
Set 1,Stealing Time From the Faulty Plan,2013-08-05,1500,3,3,134
Set 1,Lawn Boy,2013-08-05,1500,4,5,134
Set 1,Wolfman's Brother,2013-08-05,1500,6,6,134
Set 1,Roses Are Free,2013-08-05,1500,6,9,134
Set 1,Scent of a Mule,2013-08-05,1500,11,17,134
Set 1,Ocelot,2013-08-05,1500,4,5,134
Set 1,Cavern,2013-08-05,1500,5,6,134
Set 1,While My Guitar Gently Weeps,2013-08-05,1500,33,346,134
Set 2,Chalk Dust Torture,2013-08-05,1500,5,5,134
Set 2,Golden Age,2013-08-05,1500,5,6,134
Set 2,Birds of a Feather,2013-08-05,1500,5,6,134
Set 2,Sand,2013-08-05,1500,3,3,134
Set 2,Down with Disease,2013-08-05,1500,3,3,134
Set 2,"My Friend, My Friend",2013-08-05,1500,10,16,134
Set 2,Harry Hood,2013-08-05,1500,3,3,134
Set 2,Character Zero,2013-08-05,1500,5,6,134
Encore,Loving Cup,2013-08-05,1500,8,14,134
Set 1,Ghost,2013-08-30,1501,5,31,135
Set 1,NICU,2013-08-30,1501,3,27,135
Set 1,Icculus,2013-08-30,1501,83,805,135
Set 1,Heavy Things,2013-08-30,1501,20,55,135
Set 1,Theme From the Bottom,2013-08-30,1501,4,28,135
Set 1,Esther,2013-08-30,1501,82,804,135
Set 1,The Moma Dance,2013-08-30,1501,1,25,135
Set 1,Ocelot,2013-08-30,1501,1,25,135
Set 1,Stash,2013-08-30,1501,5,30,135
Set 1,Lawn Boy,2013-08-30,1501,1,25,135
Set 1,Limb By Limb,2013-08-30,1501,12,42,135
Set 1,Easy To Slip,2013-08-30,1501,0,0,135
Set 2,Punch You in the Eye,2013-08-30,1501,4,28,135
Set 2,Sand,2013-08-30,1501,1,25,135
Set 2,Say Something,2013-08-30,1501,7,34,135
Set 2,Walls of the Cave,2013-08-30,1501,4,28,135
Set 2,The Oh Kee Pa Ceremony,2013-08-30,1501,4,28,135
Set 2,Harry Hood,2013-08-30,1501,1,25,135
Set 2,Silent in the Morning,2013-08-30,1501,2,26,135
Set 2,Twist,2013-08-30,1501,5,30,135
Set 2,Slave to the Traffic Light,2013-08-30,1501,3,27,135
Encore,Oh! Sweet Nuthin',2013-08-30,1501,122,1111,135
Encore,Meatstick,2013-08-30,1501,2,26,135
Set 1,Buried Alive,2013-08-31,1502,60,450,135
Set 1,AC/DC Bag,2013-08-31,1502,3,26,135
Set 1,Wolfman's Brother,2013-08-31,1502,2,26,135
Set 1,Yarmouth Road,2013-08-31,1502,6,31,135
Set 1,Fee,2013-08-31,1502,46,426,135
Set 1,Halfway to the Moon,2013-08-31,1502,5,29,135
Set 1,The Wedge,2013-08-31,1502,3,27,135
Set 1,Halley's Comet,2013-08-31,1502,3,27,135
Set 1,Bathtub Gin,2013-08-31,1502,7,32,135
Set 1,Bouncing Around the Room,2013-08-31,1502,6,31,135
Set 1,Mound,2013-08-31,1502,4,28,135
Set 1,Gumbo,2013-08-31,1502,3,27,135
Set 1,Run Like an Antelope,2013-08-31,1502,6,31,135
Set 2,Chalk Dust Torture,2013-08-31,1502,2,26,135
Set 2,Light,2013-08-31,1502,3,27,135
Set 2,46 Days,2013-08-31,1502,7,32,135
Set 2,Steam,2013-08-31,1502,4,28,135
Set 2,Free,2013-08-31,1502,6,29,135
Set 2,Joy,2013-08-31,1502,4,28,135
Set 2,Also Sprach Zarathustra,2013-08-31,1502,4,28,135
Set 2,Tweezer,2013-08-31,1502,6,31,135
Set 2,Backwards Down the Number Line,2013-08-31,1502,4,28,135
Encore,On the Road Again,2013-08-31,1502,0,0,135
Encore,Tweezer Reprise,2013-08-31,1502,6,31,135
Set 1,A Song I Heard the Ocean Sing,2013-09-01,1503,18,51,135
Set 1,Kill Devil Falls,2013-09-01,1503,7,32,135
Set 1,Back on the Train,2013-09-01,1503,7,32,135
Set 1,Rift,2013-09-01,1503,8,33,135
Set 1,Meat,2013-09-01,1503,6,30,135
Set 1,It's Ice,2013-09-01,1503,7,32,135
Set 1,Guelah Papyrus,2013-09-01,1503,41,382,135
Set 1,Divided Sky,2013-09-01,1503,4,28,135
Set 1,Funky Bitch,2013-09-01,1503,8,33,135
Set 1,Cavern,2013-09-01,1503,3,27,135
Set 1,Stealing Time From the Faulty Plan,2013-09-01,1503,3,27,135
Set 1,David Bowie,2013-09-01,1503,4,28,135
Set 2,Carini,2013-09-01,1503,4,28,135
Set 2,Birds of a Feather,2013-09-01,1503,3,27,135
Set 2,Golden Age,2013-09-01,1503,3,27,135
Set 2,Prince Caspian,2013-09-01,1503,6,30,135
Set 2,Piper,2013-09-01,1503,8,33,135
Set 2,Boogie On Reggae Woman,2013-09-01,1503,8,33,135
Set 2,Saw It Again,2013-09-01,1503,53,436,135
Set 2,Mike's Song,2013-09-01,1503,5,29,135
Set 2,Legalize It,2013-09-01,1503,0,0,135
Set 2,Weekapaug Groove,2013-09-01,1503,5,29,135
Set 2,Show of Life,2013-09-01,1503,9,36,135
Set 2,Suzy Greenberg,2013-09-01,1503,5,29,135
Encore,Character Zero,2013-09-01,1503,3,27,135
Set 1,Wolfman's Brother,2013-10-18,1504,1,48,136
Set 1,Runaway Jim,2013-10-18,1504,5,75,136
Set 1,Mound,2013-10-18,1504,2,48,136
Set 1,Chalk Dust Torture,2013-10-18,1504,2,48,136
Set 1,Army of One,2013-10-18,1504,5,75,136
Set 1,Nellie Kane,2013-10-18,1504,16,93,136
Set 1,Stash,2013-10-18,1504,3,49,136
Set 1,Ocelot,2013-10-18,1504,3,49,136
Set 1,Rift,2013-10-18,1504,1,47,136
Set 1,Bouncing Around the Room,2013-10-18,1504,2,48,136
Set 1,Walls of the Cave,2013-10-18,1504,3,49,136
Set 2,Twist,2013-10-18,1504,3,49,136
Set 2,Free,2013-10-18,1504,2,48,136
Set 2,Roggae,2013-10-18,1504,7,77,136
Set 2,Sparkle,2013-10-18,1504,4,74,136
Set 2,Cavern,2013-10-18,1504,1,47,136
Set 2,Carini,2013-10-18,1504,1,47,136
Set 2,Backwards Down the Number Line,2013-10-18,1504,2,48,136
Set 2,Twenty Years Later,2013-10-18,1504,11,84,136
Set 2,Wading in the Velvet Sea,2013-10-18,1504,9,80,136
Set 2,Run Like an Antelope,2013-10-18,1504,2,48,136
Encore,When the Circus Comes,2013-10-18,1504,7,77,136
Encore,Suzy Greenberg,2013-10-18,1504,1,47,136
Set 1,Bathtub Gin,2013-10-19,1505,2,49,136
Set 1,The Moma Dance,2013-10-19,1505,4,50,136
Set 1,Tube,2013-10-19,1505,10,81,136
Set 1,Fast Enough for You,2013-10-19,1505,17,94,136
Set 1,The Ballad of Curtis Loew,2013-10-19,1505,12,85,136
Set 1,Ya Mar,2013-10-19,1505,6,76,136
Set 1,Stealing Time From the Faulty Plan,2013-10-19,1505,2,48,136
Set 1,My Sweet One,2013-10-19,1505,21,99,136
Set 1,Mike's Song,2013-10-19,1505,2,48,136
Set 1,I Am Hydrogen,2013-10-19,1505,7,77,136
Set 1,Weekapaug Groove,2013-10-19,1505,2,48,136
Set 2,Ghost,2013-10-19,1505,5,50,136
Set 2,Down with Disease,2013-10-19,1505,5,75,136
Set 2,Steam,2013-10-19,1505,3,49,136
Set 2,Prince Caspian,2013-10-19,1505,2,48,136
Set 2,Boogie On Reggae Woman,2013-10-19,1505,2,48,136
Set 2,Theme From the Bottom,2013-10-19,1505,4,50,136
Set 2,The Wedge,2013-10-19,1505,3,49,136
Set 2,Silent in the Morning,2013-10-19,1505,4,50,136
Set 2,Harry Hood,2013-10-19,1505,4,50,136
Encore,Quinn the Eskimo,2013-10-19,1505,6,76,136
Set 1,Julius,2013-10-20,1506,9,81,136
Set 1,Funky Bitch,2013-10-20,1506,3,49,136
Set 1,Back on the Train,2013-10-20,1506,3,49,136
Set 1,Roses Are Free,2013-10-20,1506,6,76,136
Set 1,Sample in a Jar,2013-10-20,1506,8,78,136
Set 1,Ginseng Sullivan,2013-10-20,1506,39,422,136
Set 1,46 Days,2013-10-20,1506,4,50,136
Set 1,Divided Sky,2013-10-20,1506,3,49,136
Set 1,Bold As Love,2013-10-20,1506,7,77,136
Set 2,Paul and Silas,2013-10-20,1506,47,471,136
Set 2,Tweezer,2013-10-20,1506,4,50,136
Set 2,Golden Age,2013-10-20,1506,3,49,136
Set 2,Piper,2013-10-20,1506,3,49,136
Set 2,Takin' Care of Business,2013-10-20,1506,0,0,136
Set 2,Also Sprach Zarathustra,2013-10-20,1506,4,50,136
Set 2,Sand,2013-10-20,1506,5,51,136
Set 2,Slave to the Traffic Light,2013-10-20,1506,5,51,136
Encore,A Day in the Life,2013-10-20,1506,19,96,136
Encore,Tweezer Reprise,2013-10-20,1506,4,50,136
Set 1,AC/DC Bag,2013-10-22,1507,4,52,136
Set 1,The Moma Dance,2013-10-22,1507,2,3,136
Set 1,Axilla,2013-10-22,1507,9,80,136
Set 1,Meatstick,2013-10-22,1507,6,53,136
Set 1,Kill Devil Falls,2013-10-22,1507,4,51,136
Set 1,Scent of a Mule,2013-10-22,1507,7,78,136
Set 1,Timber (Jerry The Mule),2013-10-22,1507,9,80,136
Set 1,"My Friend, My Friend",2013-10-22,1507,7,78,136
Set 1,Halfway to the Moon,2013-10-22,1507,5,52,136
Set 1,Maze,2013-10-22,1507,9,80,136
Set 1,Character Zero,2013-10-22,1507,4,51,136
Set 2,Crosseyed and Painless,2013-10-22,1507,14,88,136
Set 2,Light,2013-10-22,1507,5,52,136
Set 2,Golden Age,2013-10-22,1507,1,2,136
Set 2,Birds of a Feather,2013-10-22,1507,4,51,136
Set 2,Halley's Comet,2013-10-22,1507,5,52,136
Set 2,Possum,2013-10-22,1507,9,80,136
Set 2,Bug,2013-10-22,1507,9,80,136
Set 2,Heavy Things,2013-10-22,1507,6,53,136
Set 2,You Enjoy Myself,2013-10-22,1507,8,79,136
Encore,Joy,2013-10-22,1507,5,52,136
Encore,First Tube,2013-10-22,1507,9,80,136
Set 1,Back in the U.S.S.R.,2013-10-23,1508,719,6896,136
Set 1,Stealing Time From the Faulty Plan,2013-10-23,1508,3,4,136
Set 1,Water in the Sky,2013-10-23,1508,17,94,136
Set 1,Undermind,2013-10-23,1508,14,88,136
Set 1,David Bowie,2013-10-23,1508,5,52,136
Set 1,Golgi Apparatus,2013-10-23,1508,11,82,136
Set 1,Gumbo,2013-10-23,1508,6,53,136
Set 1,Yarmouth Road,2013-10-23,1508,6,53,136
Set 1,Camel Walk,2013-10-23,1508,12,84,136
Set 1,Horn,2013-10-23,1508,21,99,136
Set 1,Limb By Limb,2013-10-23,1508,7,54,136
Set 1,I Didn't Know,2013-10-23,1508,18,95,136
Set 1,Split Open and Melt,2013-10-23,1508,15,89,136
Set 2,Rock and Roll,2013-10-23,1508,10,81,136
Set 2,Seven Below,2013-10-23,1508,11,82,136
Set 2,Alaska,2013-10-23,1508,20,98,136
Set 2,Twist,2013-10-23,1508,4,5,136
Set 2,Wading in the Velvet Sea,2013-10-23,1508,4,5,136
Set 2,Harry Hood,2013-10-23,1508,3,4,136
Set 2,Chalk Dust Torture,2013-10-23,1508,4,5,136
Encore,While My Guitar Gently Weeps,2013-10-23,1508,8,79,136
Set 1,Funky Bitch,2013-10-25,1509,2,5,136
Set 1,Wolfman's Brother,2013-10-25,1509,6,7,136
Set 1,Wilson,2013-10-25,1509,10,82,136
Set 1,The Curtain With,2013-10-25,1509,15,90,136
Set 1,Cities,2013-10-25,1509,14,87,136
Set 1,Rift,2013-10-25,1509,5,7,136
Set 1,Free,2013-10-25,1509,5,7,136
Set 1,My Mind's Got a Mind of its Own,2013-10-25,1509,111,1032,136
Set 1,Vultures,2013-10-25,1509,12,84,136
Set 1,46 Days,2013-10-25,1509,3,5,136
Set 2,Waves,2013-10-25,1509,16,91,136
Set 2,Carini,2013-10-25,1509,5,7,136
Set 2,Prince Caspian,2013-10-25,1509,4,6,136
Set 2,Backwards Down the Number Line,2013-10-25,1509,5,7,136
Set 2,Ghost,2013-10-25,1509,4,6,136
Set 2,Dirt,2013-10-25,1509,47,436,136
Set 2,Down with Disease,2013-10-25,1509,4,6,136
Set 2,Sneakin' Sally Through the Alley,2013-10-25,1509,15,90,136
Set 2,Cavern,2013-10-25,1509,5,7,136
Set 2,Run Like an Antelope,2013-10-25,1509,5,7,136
Encore,Contact,2013-10-25,1509,49,475,136
Encore,Suzy Greenberg,2013-10-25,1509,5,7,136
Encore,Rocky Top,2013-10-25,1509,16,91,136
Encore,Good Times Bad Times,2013-10-25,1509,15,90,136
Set 1,Party Time,2013-10-26,1510,31,299,136
Set 1,Punch You in the Eye,2013-10-26,1510,9,57,136
Set 1,Back on the Train,2013-10-26,1510,4,6,136
Set 1,My Soul,2013-10-26,1510,11,83,136
Set 1,Bathtub Gin,2013-10-26,1510,6,7,136
Set 1,Ride Captain Ride,2013-10-26,1510,33,300,136
Set 1,Stash,2013-10-26,1510,6,8,136
Set 1,Simple,2013-10-26,1510,25,105,136
Set 1,David Bowie,2013-10-26,1510,2,3,136
Set 1,Character Zero,2013-10-26,1510,3,4,136
Set 2,Drowned,2013-10-26,1510,22,101,136
Set 2,Light,2013-10-26,1510,3,4,136
Set 2,Sand,2013-10-26,1510,4,6,136
Set 2,Theme From the Bottom,2013-10-26,1510,5,7,136
Set 2,Mike's Song,2013-10-26,1510,5,7,136
Set 2,No Quarter,2013-10-26,1510,37,420,136
Set 2,Weekapaug Groove,2013-10-26,1510,5,7,136
Encore,Boogie On Reggae Woman,2013-10-26,1510,5,7,136
Encore,Possum,2013-10-26,1510,3,4,136
Set 1,Rock and Roll,2013-10-27,1511,2,4,136
Set 1,Ocelot,2013-10-27,1511,7,9,136
Set 1,Tube,2013-10-27,1511,6,8,136
Set 1,Halfway to the Moon,2013-10-27,1511,4,5,136
Set 1,Fee,2013-10-27,1511,9,57,136
Set 1,Maze,2013-10-27,1511,4,5,136
Set 1,Lawn Boy,2013-10-27,1511,10,58,136
Set 1,Nellie Kane,2013-10-27,1511,7,9,136
Set 1,NICU,2013-10-27,1511,10,58,136
Set 1,A Song I Heard the Ocean Sing,2013-10-27,1511,9,56,136
Set 1,Walls of the Cave,2013-10-27,1511,7,9,136
Set 2,Chalk Dust Torture,2013-10-27,1511,3,4,136
Set 2,Tweezer,2013-10-27,1511,5,7,136
Set 2,Birds of a Feather,2013-10-27,1511,4,5,136
Set 2,Golden Age,2013-10-27,1511,4,5,136
Set 2,Halley's Comet,2013-10-27,1511,4,5,136
Set 2,Also Sprach Zarathustra,2013-10-27,1511,5,7,136
Set 2,Fluffhead,2013-10-27,1511,13,85,136
Set 2,Slave to the Traffic Light,2013-10-27,1511,5,7,136
Encore,Loving Cup,2013-10-27,1511,11,83,136
Encore,Tweezer Reprise,2013-10-27,1511,5,7,136
Set 1,Cars Trucks Buses,2013-10-29,1512,27,109,136
Set 1,Stealing Time From the Faulty Plan,2013-10-29,1512,4,6,136
Set 1,Ginseng Sullivan,2013-10-29,1512,6,9,136
Set 1,Wolfman's Brother,2013-10-29,1512,3,4,136
Set 1,Sparkle,2013-10-29,1512,8,11,136
Set 1,Walk Away,2013-10-29,1512,17,91,136
Set 1,Divided Sky,2013-10-29,1512,6,9,136
Set 1,Split Open and Melt,2013-10-29,1512,4,6,136
Set 1,Julius,2013-10-29,1512,7,9,136
Set 2,Down with Disease,2013-10-29,1512,3,4,136
Set 2,Taste,2013-10-29,1512,13,86,136
Set 2,Twenty Years Later,2013-10-29,1512,8,11,136
Set 2,Piper,2013-10-29,1512,6,9,136
Set 2,Backwards Down the Number Line,2013-10-29,1512,3,4,136
